Date;High;Low;Close;Average;Total;Turnover;Trades
1996-09-11;394,740;394,740;394,740;;;;0
1996-09-10;395,590;395,590;395,590;;;;0
1996-09-09;395,590;395,590;395,590;;;;0
1996-09-06;392,050;392,050;392,050;;;;0
1996-09-05;389,890;389,890;389,890;;;;0
1996-09-04;387,900;387,900;387,900;;;;0
1996-09-03;385,030;385,030;385,030;;;;0
1996-09-02;388,180;388,180;388,180;;;;0
1996-08-30;388,180;388,180;388,180;;;;0
1996-08-29;390,980;390,980;390,980;;;;0
1996-08-28;390,960;390,960;390,960;;;;0
1996-08-27;390,860;390,860;390,860;;;;0
1996-08-26;387,190;387,190;387,190;;;;0
1996-08-23;386,980;386,980;386,980;;;;0
1996-08-22;388,080;388,080;388,080;;;;0
1996-08-21;382,770;382,770;382,770;;;;0
1996-08-20;383,000;383,000;383,000;;;;0
1996-08-19;379,250;379,250;379,250;;;;0
1996-08-16;381,790;381,790;381,790;;;;0
1996-08-15;382,670;382,670;382,670;;;;0
1996-08-14;382,520;382,520;382,520;;;;0
1996-08-13;381,370;381,370;381,370;;;;0
1996-08-12;380,110;380,110;380,110;;;;0
1996-08-09;379,460;379,460;379,460;;;;0
1996-08-08;378,720;378,720;378,720;;;;0
1996-08-07;377,440;377,440;377,440;;;;0
1996-08-06;373,360;373,360;373,360;;;;0
1996-08-05;375,930;375,930;375,930;;;;0
1996-08-02;374,940;374,940;374,940;;;;0
1996-08-01;366,850;366,850;366,850;;;;0
1996-07-31;365,120;365,120;365,120;;;;0
1996-07-30;360,870;360,870;360,870;;;;0
1996-07-29;360,670;360,670;360,670;;;;0
1996-07-26;358,750;358,750;358,750;;;;0
1996-07-25;358,130;358,130;358,130;;;;0
1996-07-24;352,770;352,770;352,770;;;;0
1996-07-23;361,380;361,380;361,380;;;;0
1996-07-22;363,180;363,180;363,180;;;;0
1996-07-19;368,900;368,900;368,900;;;;0
1996-07-18;366,310;366,310;366,310;;;;0
1996-07-17;366,840;366,840;366,840;;;;0
1996-07-16;366,880;366,880;366,880;;;;0
1996-07-15;373,690;373,690;373,690;;;;0
1996-07-12;373,170;373,170;373,170;;;;0
1996-07-11;374,640;374,640;374,640;;;;0
1996-07-10;378,820;378,820;378,820;;;;0
1996-07-09;382,160;382,160;382,160;;;;0
1996-07-08;379,560;379,560;379,560;;;;0
1996-07-05;379,280;379,280;379,280;;;;0
1996-07-04;384,260;384,260;384,260;;;;0
1996-07-03;385,600;385,600;385,600;;;;0
1996-07-02;387,270;387,270;387,270;;;;0
1996-07-01;387,200;387,200;387,200;;;;0
1996-06-28;384,950;384,950;384,950;;;;0
1996-06-27;380,410;380,410;380,410;;;;0
1996-06-26;383,470;383,470;383,470;;;;0
1996-06-25;384,320;384,320;384,320;;;;0
1996-06-24;387,650;387,650;387,650;;;;0
1996-06-20;386,200;386,200;386,200;;;;0
1996-06-19;384,200;384,200;384,200;;;;0
1996-06-18;384,220;384,220;384,220;;;;0
1996-06-17;383,390;383,390;383,390;;;;0
1996-06-14;384,080;384,080;384,080;;;;0
1996-06-13;386,340;386,340;386,340;;;;0
1996-06-12;387,850;387,850;387,850;;;;0
1996-06-11;394,050;394,050;394,050;;;;0
1996-06-10;395,060;395,060;395,060;;;;0
1996-06-07;389,420;389,420;389,420;;;;0
1996-06-06;396,170;396,170;396,170;;;;0
1996-06-05;393,900;393,900;393,900;;;;0
1996-06-04;393,140;393,140;393,140;;;;0
1996-06-03;386,440;386,440;386,440;;;;0
1996-05-31;386,340;386,340;386,340;;;;0
1996-05-30;382,670;382,670;382,670;;;;0
1996-05-29;386,590;386,590;386,590;;;;0
1996-05-28;389,380;389,380;389,380;;;;0
1996-05-24;389,740;389,740;389,740;;;;0
1996-05-23;392,820;392,820;392,820;;;;0
1996-05-22;390,810;390,810;390,810;;;;0
1996-05-21;390,130;390,130;390,130;;;;0
1996-05-20;392,470;392,470;392,470;;;;0
1996-05-17;387,330;387,330;387,330;;;;0
1996-05-15;384,170;384,170;384,170;;;;0
1996-05-14;383,890;383,890;383,890;;;;0
1996-05-13;380,830;380,830;380,830;;;;0
1996-05-10;382,360;382,360;382,360;;;;0
1996-05-09;378,550;378,550;378,550;;;;0
1996-05-08;379,030;379,030;379,030;;;;0
1996-05-07;381,010;381,010;381,010;;;;0
1996-05-06;384,670;384,670;384,670;;;;0
1996-05-03;380,400;380,400;380,400;;;;0
1996-05-02;381,090;381,090;381,090;;;;0
1996-04-30;376,810;376,810;376,810;;;;0
1996-04-29;376,170;376,170;376,170;;;;0
1996-04-26;379,330;379,330;379,330;;;;0
1996-04-25;377,860;377,860;377,860;;;;0
1996-04-24;378,530;378,530;378,530;;;;0
1996-04-23;379,980;379,980;379,980;;;;0
1996-04-22;381,730;381,730;381,730;;;;0
1996-04-19;375,550;375,550;375,550;;;;0
1996-04-18;370,120;370,120;370,120;;;;0
1996-04-17;367,260;367,260;367,260;;;;0
1996-04-16;367,650;367,650;367,650;;;;0
1996-04-15;370,730;370,730;370,730;;;;0
1996-04-12;366,610;366,610;366,610;;;;0
1996-04-11;368,530;368,530;368,530;;;;0
1996-04-10;365,370;365,370;365,370;;;;0
1996-04-09;365,750;365,750;365,750;;;;0
1996-04-04;364,890;364,890;364,890;;;;0
1996-04-03;365,690;365,690;365,690;;;;0
1996-04-02;368,330;368,330;368,330;;;;0
1996-04-01;369,700;369,700;369,700;;;;0
1996-03-29;374,120;374,120;374,120;;;;0
1996-03-28;376,030;376,030;376,030;;;;0
1996-03-27;379,700;379,700;379,700;;;;0
1996-03-26;376,490;376,490;376,490;;;;0
1996-03-25;380,720;380,720;380,720;;;;0
1996-03-22;377,710;377,710;377,710;;;;0
1996-03-21;374,970;374,970;374,970;;;;0
1996-03-20;379,320;379,320;379,320;;;;0
1996-03-19;381,010;381,010;381,010;;;;0
1996-03-18;376,900;376,900;376,900;;;;0
1996-03-15;369,090;369,090;369,090;;;;0
1996-03-14;371,080;371,080;371,080;;;;0
1996-03-13;368,100;368,100;368,100;;;;0
1996-03-12;365,550;365,550;365,550;;;;0
1996-03-11;361,680;361,680;361,680;;;;0
1996-03-08;360,900;360,900;360,900;;;;0
1996-03-07;368,330;368,330;368,330;;;;0
1996-03-06;369,140;369,140;369,140;;;;0
1996-03-05;370,700;370,700;370,700;;;;0
1996-03-04;375,160;375,160;375,160;;;;0
1996-03-01;372,050;372,050;372,050;;;;0
1996-02-29;368,950;368,950;368,950;;;;0
1996-02-28;374,410;374,410;374,410;;;;0
1996-02-27;371,350;371,350;371,350;;;;0
1996-02-26;367,990;367,990;367,990;;;;0
1996-02-23;370,230;370,230;370,230;;;;0
1996-02-22;364,180;364,180;364,180;;;;0
1996-02-21;353,600;353,600;353,600;;;;0
1996-02-20;346,870;346,870;346,870;;;;0
1996-02-19;350,620;350,620;350,620;;;;0
1996-02-16;350,470;350,470;350,470;;;;0
1996-02-15;354,720;354,720;354,720;;;;0
1996-02-14;356,360;356,360;356,360;;;;0
1996-02-13;358,390;358,390;358,390;;;;0
1996-02-12;357,840;357,840;357,840;;;;0
1996-02-09;355,200;355,200;355,200;;;;0
1996-02-08;350,680;350,680;350,680;;;;0
1996-02-07;352,330;352,330;352,330;;;;0
1996-02-06;349,610;349,610;349,610;;;;0
1996-02-05;346,540;346,540;346,540;;;;0
1996-02-02;350,420;350,420;350,420;;;;0
1996-02-01;346,770;346,770;346,770;;;;0
1996-01-31;343,820;343,820;343,820;;;;0
1996-01-30;340,420;340,420;340,420;;;;0
1996-01-29;333,490;333,490;333,490;;;;0
1996-01-26;332,390;332,390;332,390;;;;0
1996-01-25;335,400;335,400;335,400;;;;0
1996-01-24;333,520;333,520;333,520;;;;0
1996-01-23;330,580;330,580;330,580;;;;0
1996-01-22;328,920;328,920;328,920;;;;0
1996-01-19;332,100;332,100;332,100;;;;0
1996-01-18;331,560;331,560;331,560;;;;0
1996-01-17;330,190;330,190;330,190;;;;0
1996-01-16;332,120;332,120;332,120;;;;0
1996-01-15;329,040;329,040;329,040;;;;0
1996-01-12;333,140;333,140;333,140;;;;0
1996-01-11;331,350;331,350;331,350;;;;0
1996-01-10;330,430;330,430;330,430;;;;0
1996-01-09;338,950;338,950;338,950;;;;0
1996-01-08;341,920;341,920;341,920;;;;0
1996-01-05;344,760;344,760;344,760;;;;0
1996-01-04;347,400;347,400;347,400;;;;0
1996-01-03;348,940;348,940;348,940;;;;0
1996-01-02;343,070;343,070;343,070;;;;0
