Time,bit-x,bitfinex,bitstamp,btce,cex.io,coinbase,itbit,mtgox,okcoin,others
2014-05-19 00:00:00 UTC,,7260.11483568997,9243.92492294664,549.847908639001,,,263.358408385125,,,272.0240200194158
2014-05-26 00:00:00 UTC,,6379.32464034013,9625.46265476293,478.247665386283,,,221.899621857546,,,256.8265073281827
2014-06-02 00:00:00 UTC,,7289.23072090119,8375.76571081349,465.879044853538,,,287.978538554004,,,280.623273174223
2014-06-09 00:00:00 UTC,,5322.86493677467,8497.9659189023,475.296240216272,,,283.531191686881,,,350.906534611821
2014-06-16 00:00:00 UTC,,4622.28260767366,7983.92716199215,428.169497975871,,,283.687962319869,,,340.9649598322417
2014-06-23 00:00:00 UTC,,3519.46187848629,6835.91398155085,358.240309101055,,,225.492162871591,,,342.3920826100054
2014-06-30 00:00:00 UTC,,4136.9880430046,6557.53939829298,422.418616143747,,,216.22711742326,,,296.624388234513
2014-07-07 00:00:00 UTC,,3571.254819694,6234.79422719346,402.481228165295,,,232.038761970905,,,407.46547362273765
2014-07-14 00:00:00 UTC,,2849.20332415169,5446.62560733694,456.092451111449,,,191.589026923538,,,408.8251347711112
2014-07-21 00:00:00 UTC,,2360.00302454758,4564.71465332661,436.517346922869,,,262.04699034589,,,289.87409034891175
2014-07-28 00:00:00 UTC,,2920.38089502995,6399.33250753327,486.508507498382,,,295.374285786456,,191.637754818642,1974.11093490462
2014-08-04 00:00:00 UTC,,2877.24719459936,6023.60168163537,385.13807510809,,,302.993090200942,,408.660656293337,1703.5120430288093
2014-08-11 00:00:00 UTC,,4153.74386004392,6939.37733875555,386.640914381059,,,343.329781625481,,257.399369317974,2828.8641924822355
2014-08-18 00:00:00 UTC,,9271.99923123087,7971.10703462799,354.780039353606,,,450.426099225961,,230.206618679393,3451.795097286148
2014-08-25 00:00:00 UTC,,7194.18292015749,7082.67454060276,249.092294202664,,,432.943783245626,,156.65628577093,2674.355886267327
2014-09-01 00:00:00 UTC,,6553.62636383389,6412.47681030935,408.275551936288,,,414.979990602429,,82.2907536245196,2399.031114433519
2014-09-08 00:00:00 UTC,,5303.12927462399,6281.06713504646,459.000333070097,,,397.156249333317,,67.3721801340782,1658.4296934483675
2014-09-15 00:00:00 UTC,,7910.75305197162,7978.5777138389,457.420843270653,,,350.376836452282,,358.131810994139,2109.0581064346884
2014-09-22 00:00:00 UTC,,9642.41332954328,7734.96459278626,362.415135149244,,,397.647868006542,,1335.59398001882,2405.199410886281
2014-09-29 00:00:00 UTC,,7911.18719583662,8788.40510076334,473.977964395072,,,420.370914931667,,1685.38259213906,2364.048835008628
2014-10-06 00:00:00 UTC,,13966.3875777975,11428.9638841802,376.583005951372,,,633.876305812021,,2011.34543834303,3051.04407312105
2014-10-13 00:00:00 UTC,,11886.5027261889,9165.31388276633,365.640019529808,,,555.448009886072,,1720.16457802862,2442.6957979976905
2014-10-20 00:00:00 UTC,,10543.1806394214,7646.23021744848,354.45597176054,,,563.227189901213,,1577.00401419098,2240.9151742976537
2014-10-27 00:00:00 UTC,,9225.45547079587,5579.32822996442,338.281857086369,,,517.387958770414,,1696.88951240012,2180.4123594876037
2014-11-03 00:00:00 UTC,,10534.1414919258,5985.10918619638,316.203809150644,,,514.078209109434,,1970.03286044499,1816.534366664337
2014-11-10 00:00:00 UTC,,14835.1252548979,7507.25523579935,417.14614067956,,,757.087983311511,,2437.81747903463,2312.529834115893
2014-11-17 00:00:00 UTC,,13333.6432227543,9591.42001827232,530.569438659734,,,968.670568428563,,2301.6899301892,2165.396636334886
2014-11-24 00:00:00 UTC,,12408.1209281799,8929.95463830605,523.502127341425,,,608.57939303276,,1901.52898133151,1796.0860482541825
2014-12-01 00:00:00 UTC,,11167.509932038,7141.1854892622,456.426285801063,,,429.743824376343,,1220.65960515687,1316.6980785393744
2014-12-08 00:00:00 UTC,,9275.92167511096,6545.48672571714,434.916568897995,,,492.200721713009,,2584.30070999493,1393.0148298394724
2014-12-15 00:00:00 UTC,,10027.1498803164,6510.10601300191,424.016012946281,,,499.950049068678,,3178.22599993165,1636.2447184504745
2014-12-22 00:00:00 UTC,,9393.35142519986,6126.58810909212,388.672415822343,,,596.943949300246,,3160.76363066773,1529.1393110685724
2014-12-29 00:00:00 UTC,,8172.80478404443,5960.87304068352,433.895843010658,,,448.004638924127,,2629.32626851361,1518.2304942694282
2015-01-05 00:00:00 UTC,,8688.41239525514,5617.06269839946,562.903506180641,,,471.74519404385,,3850.17960040586,2209.3251998566916
2015-01-12 00:00:00 UTC,,13856.9606808499,9074.97269702682,507.285421741394,,,1609.65885476131,,4771.86650268863,2224.511982583016
2015-01-19 00:00:00 UTC,,14958.3018996417,10357.510184494,507.956211089262,,,2579.9292985925,,4180.35124796676,1895.394013626152
2015-01-26 00:00:00 UTC,,14751.03002384,8005.43208969742,485.152467944017,,3844.6473217026,2001.59139501842,,4568.80118193932,1811.5684442912711
2015-02-02 00:00:00 UTC,,12777.1291870712,6479.33855565713,604.867012497425,,4122.29026594975,1534.69673035106,,3409.21130382303,1306.508359494086
2015-02-09 00:00:00 UTC,,13461.7052054822,7041.82124364199,496.848740172663,,4011.56264394606,1643.34466299794,,3201.03561163387,1334.973491663391
2015-02-16 00:00:00 UTC,,12167.1841040572,6742.8703997487,493.539865742029,,3587.54865959114,1438.60264981158,,3503.67035295243,1515.081893643061
2015-02-23 00:00:00 UTC,,10545.15545088,5977.16627397262,469.141006194387,,3295.6519008692,1382.30153349185,,2909.40741977417,1375.2032946449826
2015-03-02 00:00:00 UTC,,11266.0640808476,6118.75474026668,457.069311470999,,3642.11876808222,1384.39280678292,,3469.1673806829,1650.3130232118913
2015-03-09 00:00:00 UTC,,10662.5750999268,5630.09345118962,559.023617015502,,3038.97347242682,1562.74698931891,,2728.22018328528,1408.1777034634588
2015-03-16 00:00:00 UTC,,10036.8856326685,5036.43990374144,531.819726420774,,2840.61236922988,1570.8650871924,,3254.87954590089,1351.6764823863518
2015-03-23 00:00:00 UTC,,10344.1714181021,4977.16313247086,484.167890289086,,2385.76165301884,1428.33819614501,,3306.04242337113,1241.255804799221
2015-03-30 00:00:00 UTC,,10272.0143851677,4083.02833463137,555.927258469048,,1990.55355157109,1441.63117997044,,2922.22682332487,1236.6466543932424
2015-04-06 00:00:00 UTC,,10953.5065403854,3633.60494180159,587.596495220652,,1699.65312713647,1569.59786687141,,2798.84170761948,1146.5164865051559
2015-04-13 00:00:00 UTC,,9774.84991965806,4087.21158366569,700.471359582035,,3394.74840326621,1753.44426619061,,2468.61526812104,1476.922672015698
2015-04-20 00:00:00 UTC,,8976.15077971424,3732.29405358291,589.154780126302,,1672.49158873399,1526.03179115935,,2421.18244316095,1547.2133654952463
2015-04-27 00:00:00 UTC,,9288.41425681685,3342.25324390489,512.517783186937,,1605.43441695378,1822.60765807785,,2583.87043461404,1494.273002457012
2015-05-04 00:00:00 UTC,,9368.85694884271,3697.11887579457,692.55213164869,,1937.43131127936,1864.32082477128,,2757.67410363598,1381.348002255118
2015-05-11 00:00:00 UTC,,7663.49995568444,3448.64777253914,630.044681541995,,1980.94142258881,1729.09413883869,,2271.03774753529,1204.8521801810705
2015-05-18 00:00:00 UTC,,6526.85866965616,3580.09126872139,688.457795708381,,2050.61952132375,1867.95615808413,,1959.82365697923,1146.3958443086774
2015-05-25 00:00:00 UTC,,6646.0244035387,3570.90073660567,660.039048711476,,1563.65277395967,1823.52064035207,,1802.55086513048,1200.4719164407022
2015-06-01 00:00:00 UTC,,7365.54973773061,3500.04365440856,799.062214730109,,1449.68120238987,1980.98854423343,,2392.55631395692,1022.0837450501842
2015-06-08 00:00:00 UTC,,7515.95336086435,3434.84282666894,773.722843756378,,1205.54170902675,2155.2158241222,,1896.56714121768,912.1092992073843
2015-06-15 00:00:00 UTC,,14680.7711766681,4786.81596959135,581.565254223801,,1561.1976377605,2046.25475531869,,2916.20118694549,1037.0669976144927
2015-06-22 00:00:00 UTC,,9014.51443020706,4176.70202679504,1777.38178218126,,2715.60932985946,1872.88105507503,,2486.46440468317,922.3923048048526
2015-06-29 00:00:00 UTC,,9661.91141769091,4675.74002374631,2069.51236809369,,4075.17870760222,2811.32428435348,,3083.55070458756,1034.377753154351
2015-07-06 00:00:00 UTC,,11457.8080398819,6077.76829055344,2091.69146357642,,4616.13367022941,2707.07895982672,,2230.74242018109,1333.0590244278953
2015-07-13 00:00:00 UTC,,12703.2589678871,6999.23987504672,2836.56061412416,,4787.68841591664,3183.72161666368,,1691.06628363625,1549.157061971184
2015-07-20 00:00:00 UTC,,10325.3579458974,5664.82693872523,2552.49728161388,,3222.7886412718,2760.71049070587,,1252.74410126261,1376.8138939493635
2015-07-27 00:00:00 UTC,,9355.51181304223,4928.81687927889,2162.62981500257,,2828.70946590751,2829.62808041456,,1234.90763433887,1435.4633212103577
2015-08-03 00:00:00 UTC,,8486.57365551605,4206.55426424331,2355.66861820519,,2595.50327192728,2809.28459062967,,1249.82637584754,963.2676365418064
2015-08-10 00:00:00 UTC,,7489.2844095242,4517.4247940801,1744.87954376974,,2430.68894297438,2842.19791057551,,1030.00515942311,926.5765980054534
2015-08-17 00:00:00 UTC,3882.80971383934,11376.4806647655,6252.80771756755,2204.09539605902,,3192.93215145021,3034.77818068357,,1084.16223500129,1295.3856743624608
2015-08-24 00:00:00 UTC,4151.25881837397,8908.40294378609,5820.9995188712,2744.99998533978,604.171625355276,3757.93748435821,3285.70177713151,,1551.65409077371,1507.1512806931385
2015-08-31 00:00:00 UTC,2628.12391332979,7536.82723010325,5016.59049672456,2370.95729937092,744.032751375458,3168.87758621595,2797.58138673517,,1179.55403014537,1342.0821729199547
2015-09-07 00:00:00 UTC,2711.83360280527,8291.5520623804,4901.05115854944,2520.34773318266,978.871780933794,2881.49671671948,2784.77141705858,,1148.34448925067,1229.4694903419995
2015-09-14 00:00:00 UTC,2378.46172300133,6901.34672426162,4529.32214758526,2234.57196074483,821.458494083424,2808.4530495027,3042.39163916783,,940.688374814551,1107.8618941562506
2015-09-21 00:00:00 UTC,2274.10736855977,7239.21680579721,3864.30799228762,2210.41506714277,1009.45652001587,2410.23832860338,2881.18521836384,,887.222566001056,963.5678198596256
2015-09-28 00:00:00 UTC,1917.83036038135,7788.29656438561,3943.65018960165,2075.05100465445,911.778592173469,2639.27667865914,2569.5778762284,,720.587525264243,968.0994588494028
2015-10-05 00:00:00 UTC,1886.71124018654,7765.3982316474,3413.29528564326,2110.72305655132,828.29440330466,1991.36318649156,2323.63697369583,,734.259352700603,1090.6463291874602
2015-10-12 00:00:00 UTC,2221.59962985593,7821.62137977194,3508.38044860194,2084.49344932347,990.596227491594,2272.92345965426,2368.55892063444,,1004.48998067545,1207.5811832931056
2015-10-19 00:00:00 UTC,2563.14588498831,8909.94593581816,4440.38062169589,2516.50065987237,870.888975729876,2763.83209857715,2560.20054856246,,994.042280948959,1482.509453869784
2015-10-26 00:00:00 UTC,3492.30297324144,12076.2124285923,4814.06595040597,2468.98378633338,1087.80986968822,3001.54175357866,2807.95687314446,,1226.71565850847,1622.2055458055534
2015-11-02 00:00:00 UTC,3387.71607149115,17551.1075298952,7957.47540644238,4699.67761428257,1094.38089429866,4533.35787020449,3615.71728261938,,2141.75636975047,1758.0114923769443
2015-11-09 00:00:00 UTC,4211.99592859498,15202.9273931861,8181.41827141935,4204.83879088522,1411.04272103836,4599.55286815616,3526.78216056911,,2555.46813484002,1656.8357993113775
2015-11-16 00:00:00 UTC,3577.92611634341,12400.0977424777,7270.52943910312,3255.22722351135,1320.86411060605,3885.1295357448,2895.79661885834,,2310.3892514248,1330.069393645642
2015-11-23 00:00:00 UTC,2845.54919848182,11578.4280794542,6960.48140918735,3242.53683439529,1139.6842730496,3580.19697509742,3107.63324622711,,2962.4964821997,1248.5356697408047
2015-11-30 00:00:00 UTC,3584.22233394336,11554.406029007,5751.25983841773,3387.69940411828,989.045659433251,3620.19852170113,3384.73273604108,,3639.93258076494,1355.592931461853
2015-12-07 00:00:00 UTC,3168.29971299716,11477.3267772955,6549.50507319217,3244.83561026518,1110.56630646597,3175.93315848503,3282.05765438229,,4659.30252437334,1321.6325629342257
2015-12-14 00:00:00 UTC,2715.16473655663,10345.0413864855,6671.86370025269,2535.72429129249,1205.74004763997,2261.69184685002,3168.47669749064,,4320.06610317878,1331.7309962249462
2015-12-21 00:00:00 UTC,3254.5905795946,10343.6474669436,6394.46233197528,2674.66031224524,1429.5487839658,2007.38304790844,3172.14308105957,,4603.47344772796,1156.9803415070035
2015-12-28 00:00:00 UTC,3509.58769630643,9647.81493906023,5571.65503412623,2479.93898784138,1146.58590071237,1978.8117570092,3077.13830856857,,4415.0493785107,1060.2961657571782
2016-01-04 00:00:00 UTC,3552.61664184532,9010.76010259873,5149.50006192865,2049.31339579805,1018.13291432876,1931.96182328375,2961.15853286847,,3352.67269854192,1110.3972573386725
2016-01-11 00:00:00 UTC,4644.63746572211,11428.3839098562,6321.62706394612,2293.5440533827,1155.96268007247,2153.70182347305,2918.12542875929,,4855.20377281099,1377.2677649040934
2016-01-18 00:00:00 UTC,5617.20743983738,13133.0194144103,6728.21803657596,2555.4603008572,1210.57182591313,2135.71507634098,2799.35159338529,,5340.93051108727,1581.780390202323
2016-01-25 00:00:00 UTC,4833.7295807179,10983.4588435413,5692.67230514454,2159.4325166869,1090.45380043656,2072.2491541762,2718.42286706213,,4524.90223839209,1895.6508700075135
2016-02-01 00:00:00 UTC,3487.32795559049,9088.99592950164,5155.65745949831,2014.35618682329,1270.09423476927,1780.33462401002,2466.60528991451,,3376.25905857892,1879.761978959134
2016-02-08 00:00:00 UTC,2943.65461864458,8541.9032741972,4664.363769848,1693.27376380037,1402.55723899581,1534.91735630586,2211.69232016169,,2845.19440952854,1492.4035793927953
2016-02-15 00:00:00 UTC,3248.73328027213,9104.01239490285,4341.13812887735,2204.92088478621,1725.21260084399,1328.80626200814,2411.2809637777,,2961.0431303017,2187.3501435425665
2016-02-22 00:00:00 UTC,3276.2991875261,9742.8530916435,5461.10984276945,1984.68657135705,1910.77496636978,1440.68606534247,2528.006182832,,3516.88961893445,2229.9995072603638
2016-02-29 00:00:00 UTC,3445.02710189327,9140.46980911923,4821.13071588228,1613.78313629053,1713.8779327231,1608.3463941409,2691.38220626616,,3309.55416526681,2137.8096501957
2016-03-07 00:00:00 UTC,3238.83115126628,8518.8862746944,4541.38446341707,2102.51261732555,1787.33541478513,1376.10132511625,2569.37532491601,,3383.4063461195,2378.138367652964
2016-03-14 00:00:00 UTC,3198.30078101522,7329.31633653427,3804.02547444746,1599.93093783139,1542.51521143457,1295.34515566441,2280.14506343271,,2963.68918117915,2616.497376735698
2016-03-21 00:00:00 UTC,3009.29771193096,6478.58588133685,2996.1142371995,1272.32971370005,1556.32231700925,1298.92691060301,1979.65351099253,,1746.28292639849,2456.821476001399
2016-03-28 00:00:00 UTC,3387.50927995549,6282.89682499319,2989.47216089359,2407.76663755927,1823.95449705225,1290.22044969847,2272.76684855146,,1915.46973436221,2529.5813722678326
2016-04-04 00:00:00 UTC,2480.17583568325,5574.09806678381,2822.86906799271,2061.47604384252,1501.9311499986,1102.9683632362,1967.38593509416,,1465.78119113274,2302.5745008322315
2016-04-11 00:00:00 UTC,2977.24921727654,6507.20509847301,2219.13731721632,1977.54029489978,1602.07692256447,1029.93503713649,,,2000.57903508428,2618.8151512183035
2016-04-18 00:00:00 UTC,2228.86748935503,7031.81470981162,2257.57939560943,2045.18762268059,1899.47796302914,1245.40497258834,,,2116.71235252481,2342.271298930932
2016-04-25 00:00:00 UTC,4243.5181210653,8510.75667429025,2994.19554902606,2218.4295820467,1639.87927085786,1247.48535907027,,,2450.31733085083,2879.7864203770814
2016-05-02 00:00:00 UTC,3761.18418100354,8442.32440597549,2784.25736503956,1925.95704651107,1548.7730857094,1253.76325493007,,,2103.51176104488,2660.399950299683
2016-05-09 00:00:00 UTC,2964.41743965317,6471.88967098546,2179.80631558118,1813.51881817564,1352.54406749823,1135.43982323517,,,2157.30168207051,2676.954971227182
2016-05-16 00:00:00 UTC,2494.17543796379,5754.08910696135,2182.77531604869,2043.17718525216,1340.92734122529,1059.99082867521,,,2053.66364172833,2141.966605297562
2016-05-23 00:00:00 UTC,2740.25187993447,6584.2209681032,2237.44084308874,1932.2439243155,1552.26329570422,1042.92788635051,255.300064171536,,1890.45171596255,1972.3379582116127
2016-05-30 00:00:00 UTC,75.4195905560594,12508.245490858,4452.65019111325,2415.53034195171,1704.72368834303,1421.27100292718,2691.20030828295,,1754.67032554776,2186.049834746366
2016-06-06 00:00:00 UTC,252.419090519782,9998.84640901453,3113.78824170998,2208.87179597738,1672.02895470456,1057.46578208794,2688.29046988434,,1106.45944798927,2402.4737324279463
2016-06-13 00:00:00 UTC,64.4586663138627,11621.9278109613,4283.30599085262,2461.41361743334,1649.30995265053,1404.62206851834,3668.30529485898,,1316.86576227342,2439.395523471452
2016-06-20 00:00:00 UTC,82.6307381709888,10069.8784798338,5893.21629936516,3341.21037510089,1254.42798798555,1853.27080467324,4303.49353799562,,1979.65817018411,2672.03182231241
2016-06-27 00:00:00 UTC,80.3529871328927,13788.9189497712,4544.72854796322,3616.49041424516,969.485713863181,1755.7023681464,3899.83976977781,,1655.49915098697,2668.2295397575863
2016-07-04 00:00:00 UTC,86.0822303624334,11017.6433648208,3728.04162659373,2997.05979658129,1098.21550245127,1396.63027046523,3939.2938372527,,1411.07645298076,2808.1130190929425
2016-07-11 00:00:00 UTC,96.9331680820996,11611.5040527092,2930.68193193098,2534.88204428753,1080.47296113512,1188.70059564045,3095.81997545931,,1461.07581363352,2340.0250884950615
2016-07-18 00:00:00 UTC,1626.56876183727,8718.99353494175,2729.48255639293,2321.94859433197,664.869631932292,1172.44646485595,2724.38827835199,,1191.13811746876,2071.5761153047833
2016-07-25 00:00:00 UTC,1456.32515646144,8138.94670118955,1910.44586708474,2373.36616911954,365.559759400357,1011.86966361351,2655.95677176957,,1183.7938239531,1940.9316896189487
2016-08-01 00:00:00 UTC,1466.73731234092,8455.5407911716,2825.38354376061,3767.54502494297,823.357024393983,1332.59348216445,3374.11810767567,,2126.48191720054,2047.1724719870379
2016-08-08 00:00:00 UTC,1326.21015172824,2977.21626995776,2428.55412985402,2946.52995954324,882.191837216051,1294.09768861013,2902.05355067459,,1520.0296145495,2051.401073973025
2016-08-15 00:00:00 UTC,1132.67279967755,2706.98210275946,2777.97322404201,2366.52975062215,563.738695189534,1271.65839743083,2468.86797900047,,1360.64279048761,1789.8253497589167
2016-08-22 00:00:00 UTC,946.57131176354,2667.0932032542,2099.20685612841,2170.72495788456,511.129101388934,1114.44973830978,2945.67875795711,,1120.83512317811,1540.4969117451724
2016-08-29 00:00:00 UTC,914.766907762951,1901.68448591237,1871.14130061579,2000.30654928216,518.03421285374,929.116178257452,3014.54706380157,,1097.28420719975,1584.8650861675414
2016-09-05 00:00:00 UTC,834.44360812121,1984.48566225654,1742.56591898499,2103.48946479418,621.177553649618,926.534721229156,2844.02343711524,,1171.4603191878,1502.0694001831166
2016-09-12 00:00:00 UTC,,1838.75157064202,1635.00224405735,2024.08894369269,374.138258753596,977.273914862108,2550.4200029762,,1159.95251101576,1433.475428429983
2016-09-19 00:00:00 UTC,,2099.31852069966,1336.90683668133,1627.39833535968,337.910288172185,790.081388438539,2021.57440273893,,1069.84020663256,1593.6612955492085
2016-09-26 00:00:00 UTC,,2272.56753042649,1327.66691959434,1772.03313678868,269.470972047839,749.990033317216,1907.75973120702,,901.972447632032,1671.2736539321454
2016-10-03 00:00:00 UTC,,2074.64381134772,1319.82629786114,1411.44559575484,275.011106885887,836.064160910056,1781.97742275431,,853.063549987301,1426.1096246022346
2016-10-10 00:00:00 UTC,,2935.66876377183,1644.4751229657,1527.73833148578,330.046547906926,766.17506490045,1855.93856318735,,907.11849525923,1382.7042784348728
2016-10-17 00:00:00 UTC,,2984.20617755613,1556.55205151291,1377.06803443061,299.294712502716,803.626425708853,2082.85894368933,,802.607537104714,1516.2762967946942
2016-10-24 00:00:00 UTC,,5414.42982751652,1772.04779482161,1603.91271529614,415.08381337487,845.218720033101,1768.82596682509,,1078.54908103833,1554.0457945029063
2016-10-31 00:00:00 UTC,,6879.38520776685,2514.98211599386,2010.30749507587,641.3779033257,1018.92416124056,2427.11742564302,,1421.21475165822,1894.531479060347
2016-11-07 00:00:00 UTC,,4880.54061524979,2653.92750596698,1689.73130601222,652.52176104578,1134.74337017283,2320.55517252864,,1087.37547116622,1870.0850979557547
2016-11-14 00:00:00 UTC,823.06505226294,4862.42173331892,2404.67850682517,1829.67022666269,662.536735017139,983.73609592896,2381.77199876353,,1135.72726460521,1563.5204260033577
2016-11-21 00:00:00 UTC,1121.65950903437,4663.30327562489,2917.89486118257,2128.62984520773,640.497971690907,1126.37927511942,2265.08523628017,,1224.74936364492,1707.322798936041
2016-11-28 00:00:00 UTC,862.55737896829,4031.56804335971,2495.57344713114,1843.7029422935,579.280392499649,917.555184458746,2014.72246023035,,926.508352555945,1468.2056951637742
2016-12-05 00:00:00 UTC,771.712262533169,3129.18531495201,2425.8070786553,1470.41836032257,581.22835618726,858.814040155961,1973.3822171271,,828.161912007065,1565.7138516070868
2016-12-12 00:00:00 UTC,718.365160571084,2473.80970190396,2096.54848805997,1542.35588797245,437.18582088818,897.519328338052,1485.55750121806,,790.371867980899,1466.777181343597
2016-12-19 00:00:00 UTC,834.566966508891,2904.7510792271,2651.23701346174,1487.1041062548,579.004769104703,970.034905634876,1602.03467088653,,1139.35204772245,1504.671217172987
2016-12-26 00:00:00 UTC,868.984390312536,4286.36600159516,3028.61873464759,1492.7274150356,659.875109243446,1090.5779662465,2391.61703710307,,947.707982824661,1421.6327108641913
2017-01-02 00:00:00 UTC,1010.84432999225,6282.06967153095,4661.10148729379,2427.63611352954,1038.61865198231,1533.7055927402,2020.34582104942,,1394.48513558969,2124.157355143683
2017-01-09 00:00:00 UTC,1110.91767241567,7130.53430489634,5202.89357263499,3119.60135140659,1359.07924020574,2055.48202014182,2294.52402799374,,1955.72429015692,2561.206836286625
2017-01-16 00:00:00 UTC,821.286530435331,6468.27089725182,3957.04093588093,2487.85577278574,979.141440338963,1703.53406683027,2830.52129991766,,1265.40108442307,2358.4621798399303
