Time,
2014-09-14 00:00:00 UTC,6334888369.75978
2014-09-15 00:00:00 UTC,6319416638.51012
2014-09-16 00:00:00 UTC,6233934456.113
2014-09-17 00:00:00 UTC,6159781703.7925
2014-09-18 00:00:00 UTC,5993401421.3234
2014-09-19 00:00:00 UTC,5631783242.37432
2014-09-20 00:00:00 UTC,5220932057.0916
2014-09-21 00:00:00 UTC,5471013590.61475
2014-09-22 00:00:00 UTC,5325531007.85623
2014-09-23 00:00:00 UTC,5355655465.34727
2014-09-24 00:00:00 UTC,5829526181.94358
2014-09-25 00:00:00 UTC,5641761017.2717
2014-09-26 00:00:00 UTC,5476354121.0592
2014-09-27 00:00:00 UTC,5370964408.00467
2014-09-28 00:00:00 UTC,5335976005.67185
2014-09-29 00:00:00 UTC,5007736713.76772
2014-09-30 00:00:00 UTC,4990582875.27584
2014-10-01 00:00:00 UTC,5163807632.63595
2014-10-02 00:00:00 UTC,5110866886.45839
2014-10-03 00:00:00 UTC,4960065273.72868
2014-10-04 00:00:00 UTC,4787946103.16921
2014-10-05 00:00:00 UTC,4400196329.08713
2014-10-06 00:00:00 UTC,4240773516.25207
2014-10-07 00:00:00 UTC,4404517956.75197
2014-10-08 00:00:00 UTC,4445242959.94501
2014-10-09 00:00:00 UTC,4755157475.75359
2014-10-10 00:00:00 UTC,4886714297.16004
2014-10-11 00:00:00 UTC,4809443875.26574
2014-10-12 00:00:00 UTC,4844011524.41766
2014-10-13 00:00:00 UTC,5013418897.8261
2014-10-14 00:00:00 UTC,5277442802.63727
2014-10-15 00:00:00 UTC,5357369397.22888
2014-10-16 00:00:00 UTC,5317907824.38552
2014-10-17 00:00:00 UTC,5098359943.08716
2014-10-18 00:00:00 UTC,5090653175.89945
2014-10-19 00:00:00 UTC,5224521147.73422
2014-10-20 00:00:00 UTC,5199652636.92498
2014-10-21 00:00:00 UTC,5096223832.84296
2014-10-22 00:00:00 UTC,5159742155.89284
2014-10-23 00:00:00 UTC,5123054452.87969
2014-10-24 00:00:00 UTC,4781793137.9324
2014-10-25 00:00:00 UTC,4810350486.38907
2014-10-26 00:00:00 UTC,4652573101.89618
2014-10-27 00:00:00 UTC,4736610931.93396
2014-10-28 00:00:00 UTC,4724105807.3475
2014-10-29 00:00:00 UTC,4751544472.52611
2014-10-30 00:00:00 UTC,4514434537.41216
2014-10-31 00:00:00 UTC,4629676064.16311
2014-11-01 00:00:00 UTC,4541470141.32981
2014-11-02 00:00:00 UTC,4367167472.63529
2014-11-03 00:00:00 UTC,4364060296.56835
2014-11-04 00:00:00 UTC,4369136493.72574
2014-11-05 00:00:00 UTC,4510236895.05357
2014-11-06 00:00:00 UTC,4544619788.99673
2014-11-07 00:00:00 UTC,4695614520.33165
2014-11-08 00:00:00 UTC,4619443723.54003
2014-11-09 00:00:00 UTC,4648834435.10362
2014-11-10 00:00:00 UTC,4874091003.90923
2014-11-11 00:00:00 UTC,4944231099.3721
2014-11-12 00:00:00 UTC,4991355635.33851
2014-11-13 00:00:00 UTC,5808113512.33989
2014-11-14 00:00:00 UTC,5599019776.7175
2014-11-15 00:00:00 UTC,5465425000.68348
2014-11-16 00:00:00 UTC,5064013840.28801
2014-11-17 00:00:00 UTC,5354952365.05263
2014-11-18 00:00:00 UTC,5279153084.05521
2014-11-19 00:00:00 UTC,5083395232.15069
2014-11-20 00:00:00 UTC,5130893139.11337
2014-11-21 00:00:00 UTC,4760165087.00713
2014-11-22 00:00:00 UTC,4769651847.96639
2014-11-23 00:00:00 UTC,4776790440.39109
2014-11-24 00:00:00 UTC,4996877099.83315
2014-11-25 00:00:00 UTC,5143904796.24156
2014-11-26 00:00:00 UTC,5048911883.30037
2014-11-27 00:00:00 UTC,5028209388.68491
2014-11-28 00:00:00 UTC,5015452566.09691
2014-11-29 00:00:00 UTC,5100469816.73289
2014-11-30 00:00:00 UTC,5081084788.09617
2014-12-01 00:00:00 UTC,5138186623.69322
2014-12-02 00:00:00 UTC,5149975612.15582
2014-12-03 00:00:00 UTC,5194539438.50316
2014-12-04 00:00:00 UTC,5106451013.55507
2014-12-05 00:00:00 UTC,5001728399.68458
2014-12-06 00:00:00 UTC,5120093628.18286
2014-12-07 00:00:00 UTC,5106383666.53144
2014-12-08 00:00:00 UTC,5114362385.65996
2014-12-09 00:00:00 UTC,4910434780.71813
2014-12-10 00:00:00 UTC,4784771470.18619
2014-12-11 00:00:00 UTC,4692001022.37559
2014-12-12 00:00:00 UTC,4743462424.27967
2014-12-13 00:00:00 UTC,4777519472.16932
2014-12-14 00:00:00 UTC,4726163784.04795
2014-12-15 00:00:00 UTC,4817513102.8319
2014-12-16 00:00:00 UTC,4721873883.80046
2014-12-17 00:00:00 UTC,4463254024.13953
2014-12-18 00:00:00 UTC,4371559442.98388
2014-12-19 00:00:00 UTC,4244764346.02297
2014-12-20 00:00:00 UTC,4321971408.00544
2014-12-21 00:00:00 UTC,4479026302.19917
2014-12-22 00:00:00 UTC,4393877496.57355
2014-12-23 00:00:00 UTC,4545295899.45264
2014-12-24 00:00:00 UTC,4570401836.43477
2014-12-25 00:00:00 UTC,4379126070.38337
2014-12-26 00:00:00 UTC,4356247487.00277
2014-12-27 00:00:00 UTC,4480495172.1298
2014-12-28 00:00:00 UTC,4334107926.44766
2014-12-29 00:00:00 UTC,4357769882.04178
2014-12-30 00:00:00 UTC,4284258129.75972
2014-12-31 00:00:00 UTC,4254653369.61949
2015-01-01 00:00:00 UTC,4378180420.40636
2015-01-02 00:00:00 UTC,4293666985.64715
2015-01-03 00:00:00 UTC,4318230012.25051
2015-01-04 00:00:00 UTC,3847631849.79239
2015-01-05 00:00:00 UTC,3659281685.46206
2015-01-06 00:00:00 UTC,3763241787.01592
2015-01-07 00:00:00 UTC,3917209669.77181
2015-01-08 00:00:00 UTC,4042438542.40696
2015-01-09 00:00:00 UTC,3873967523.06373
