basinhopping  Minimizing...
New minima 0.01004065 accepted. Solution: A= 9.295, B=-2.760, Crash=18.11 days from 2017-12-02 23:39:07, m=0.83 ,c1=0.21 ,w=10.83 ,c2=-0.15.
New minima 0.00805724 accepted. Solution: A= 9.288, B=-2.823, Crash=23.45 days from 2017-12-02 23:39:07, m=0.90 ,c1=0.01 ,w=12.94 ,c2=-0.26.
New minima 0.00867490 accepted. Solution: A= 9.409, B=-2.901, Crash=25.93 days from 2017-12-02 23:39:07, m=0.83 ,c1=-0.06 ,w=13.78 ,c2=-0.23.
New minima 0.00806969 accepted. Solution: A= 9.294, B=-2.828, Crash=23.90 days from 2017-12-02 23:39:07, m=0.90 ,c1=-0.01 ,w=13.09 ,c2=-0.26.
x0: [ 2.930, -1.442, 24.320, 0.515, 0.405, 19.858, 0.197, 2017.921 ]
Solution: A= 9.288, B=-2.823, Crash=23.45 days/2017-12-26 10:32:40, m=0.90 ,c1=0.01 ,w=12.94 ,c2=-0.26. Cost=0.00806
basinhopping  Minimizing...
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.435, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560461 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.59 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04579903 accepted. Solution: A= 9.530, B=-2.857, Crash=0.00 days from 2017-12-02 23:39:07, m=0.55 ,c1=0.02 ,w=25.00 ,c2=-0.34.
New minima 0.04560462 accepted. Solution: A= 9.435, B=-2.793, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560459 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.59 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560546 accepted. Solution: A= 9.430, B=-2.790, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
New minima 0.04560460 accepted. Solution: A= 9.436, B=-2.794, Crash=0.00 days from 2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36.
x0: [ 2.145, -1.312, 15.934, 0.108, -0.878, 24.517, 0.237, 2017.921 ]
Solution: A= 9.436, B=-2.794, Crash=0.00 days/2017-12-02 23:39:07, m=0.60 ,c1=0.02 ,w=25.00 ,c2=-0.36. Cost=0.04560
basinhopping  Minimizing...
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944191 accepted. Solution: A= 9.270, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.24.
New minima 0.02944190 accepted. Solution: A= 9.270, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.24.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944189 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02950746 accepted. Solution: A= 9.314, B=-2.745, Crash=0.00 days from 2017-12-02 23:39:07, m=0.67 ,c1=0.03 ,w=25.00 ,c2=-0.24.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944191 accepted. Solution: A= 9.270, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.24.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02952748 accepted. Solution: A= 9.221, B=-2.696, Crash=0.00 days from 2017-12-02 23:39:07, m=0.73 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
New minima 0.02944190 accepted. Solution: A= 9.269, B=-2.721, Crash=0.00 days from 2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25.
x0: [ 4.020, -0.629, 2.844, 0.515, 0.938, 23.820, 0.573, 2017.921 ]
Solution: A= 9.269, B=-2.721, Crash=0.00 days/2017-12-02 23:39:07, m=0.70 ,c1=0.03 ,w=25.00 ,c2=-0.25. Cost=0.02944
basinhopping  Minimizing...
New minima 0.01552614 accepted. Solution: A= 9.316, B=-2.724, Crash=14.59 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.16 ,w=8.78 ,c2=0.04.
New minima 0.01506286 accepted. Solution: A= 9.312, B=-2.720, Crash=15.39 days from 2017-12-02 23:39:07, m=0.78 ,c1=0.18 ,w=8.98 ,c2=0.03.
New minima 0.01639274 accepted. Solution: A= 9.305, B=-2.720, Crash=12.72 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.14 ,w=8.36 ,c2=0.05.
New minima 0.01684741 accepted. Solution: A= 9.425, B=-2.795, Crash=12.07 days from 2017-12-02 23:39:07, m=0.69 ,c1=0.13 ,w=8.16 ,c2=0.07.
New minima 0.01713349 accepted. Solution: A= 9.278, B=-2.707, Crash=10.21 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.12 ,w=7.89 ,c2=0.05.
New minima 0.01678473 accepted. Solution: A= 9.325, B=-2.733, Crash=11.62 days from 2017-12-02 23:39:07, m=0.74 ,c1=0.13 ,w=8.13 ,c2=0.05.
New minima 0.01713680 accepted. Solution: A= 9.278, B=-2.708, Crash=10.20 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.12 ,w=7.89 ,c2=0.05.
New minima 0.01713491 accepted. Solution: A= 9.278, B=-2.708, Crash=10.21 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.12 ,w=7.89 ,c2=0.05.
New minima 0.01667104 accepted. Solution: A= 9.296, B=-2.715, Crash=11.93 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.14 ,w=8.21 ,c2=0.05.
New minima 0.01638659 accepted. Solution: A= 9.305, B=-2.719, Crash=12.74 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.14 ,w=8.37 ,c2=0.05.
New minima 0.01591187 accepted. Solution: A= 9.316, B=-2.725, Crash=13.84 days from 2017-12-02 23:39:07, m=0.77 ,c1=0.15 ,w=8.60 ,c2=0.04.
New minima 0.01546237 accepted. Solution: A= 9.327, B=-2.730, Crash=14.70 days from 2017-12-02 23:39:07, m=0.76 ,c1=0.16 ,w=8.80 ,c2=0.04.
New minima 0.01480433 accepted. Solution: A= 9.342, B=-2.739, Crash=15.77 days from 2017-12-02 23:39:07, m=0.76 ,c1=0.18 ,w=9.07 ,c2=0.03.
New minima 0.01603583 accepted. Solution: A= 9.323, B=-2.729, Crash=13.58 days from 2017-12-02 23:39:07, m=0.76 ,c1=0.15 ,w=8.54 ,c2=0.05.
New minima 0.00805475 accepted. Solution: A= 9.315, B=-2.827, Crash=26.65 days from 2017-12-02 23:39:07, m=0.90 ,c1=0.03 ,w=13.17 ,c2=-0.26.
New minima 0.00805522 accepted. Solution: A= 9.314, B=-2.826, Crash=26.61 days from 2017-12-02 23:39:07, m=0.90 ,c1=0.03 ,w=13.15 ,c2=-0.26.
New minima 0.00807038 accepted. Solution: A= 9.314, B=-2.828, Crash=26.43 days from 2017-12-02 23:39:07, m=0.90 ,c1=0.04 ,w=13.10 ,c2=-0.27.
New minima 0.00820263 accepted. Solution: A= 9.357, B=-2.857, Crash=27.85 days from 2017-12-02 23:39:07, m=0.88 ,c1=-0.01 ,w=13.62 ,c2=-0.25.
New minima 0.00856216 accepted. Solution: A= 9.344, B=-2.850, Crash=29.28 days from 2017-12-02 23:39:07, m=0.90 ,c1=-0.06 ,w=14.15 ,c2=-0.24.
New minima 0.00805821 accepted. Solution: A= 9.318, B=-2.830, Crash=26.82 days from 2017-12-02 23:39:07, m=0.90 ,c1=0.02 ,w=13.24 ,c2=-0.26.
x0: [ 6.070, -1.312, 15.308, 0.442, -0.124, 6.586, -0.341, 2017.921 ]
Solution: A= 9.315, B=-2.827, Crash=26.65 days/2017-12-29 15:09:12, m=0.90 ,c1=0.03 ,w=13.17 ,c2=-0.26. Cost=0.00805
